Item,Location Name,County,Address,City,Phone,Details,Website,,
Cartons,"Inter state Recycling, Inc.",Butler, 1134 Branchton Rd, West Sunbury,724-794-5239,"Corrugated Containers, Mix Office Paper, White Ledger Paper",,,
Cartons,"Tri county Recycling, LLC",Butler, 120 Hutchman Rd, Mars,724-625-9000,"Corrugated Containers, Newspapers, Sorted Office Paper",www.tricountyind.com ,,
Cell Phones,ECS&R,Butler, 129 Ash Stop Rd, Evans City,1-866-815-0016,"By Appointment only, Electronics",http://www.co.butler.pa.us/Files+B74:H74/Admin/Recycling%20and%20Waste%20Management/HHW-FLYER-2017-all-dates.pdf,,
Christmas Trees,Back to Nature,Butler,840 Mercer Road,Butler ,(724) 287-7921,http://www.backtonaturecompost.com/,,,
Christmas Trees,Seneca Landfill Compost Site,Butler,421 Hartmann Road, Evans City,(724) 625-9000 ,,,,
CFL Bulbs,ECS&R,Butler,129 Ash Stop Road,Evans City,1-866-815-0016," By Appointment Only, CFLs only",http://butlertwp.org/wp-content/uploads/2014/11/HHW-FLYER-2017-all-dates1.pdf,,
Compost,Back to Nature,Butler,840 Mercer Road,Butler ,(724) 287-7921,http://www.backtonaturecompost.com/,,,
Compost,Seneca Landfill Compost Site,Butler,421 Hartmann Road, Evans City,(724) 625-9000 ,,,,
Computers,ECS&R,Butler, 129 Ash Stop Rd, Evans City,1-866-815-0016,Computers and Peripherals ,http://www.ecsr.net/,,
Concrete,Collier Stone,Butler,80 Noblestown Road,Carnegie, (412) 276-7300,"Brick, Concrete, Asphalt",http://www.collierstonepa.com/12.html,,
Construction/Demolition Materials,Collier Stone,Butler,80 Noblestown Road,Carnegie, (412) 276-7300,"Brick, Concrete, Asphalt",http://www.collierstonepa.com/12.html,,
Cooking Oil,Fossil free fuel ,Butler,620 Charles Way  ,Braddock,412-727-6888,,,,
Data Destruction,ECS&R,Butler, 129 Ash Stop Rd, Evans City,1-866-815-0016,Data Destruction,http://www.ecsr.net/,,
Dehumidifier,A & B Salvage,Butler, 112 Little Yellowcreek Rd, Harmony,724-452-5865,White Goods,,,
Dehumidifier,PSC Metals Inc./ Slippery Rock Recycling,Butler, 656 New Castle Rd, Slippery Rock,724-794-6129,White Goods,www.PSCMetals.com ,,
Driveway Sealer,ECS&R,Butler,129 Ash Stop Road,Evans City,1-866-815-0016, By Appointment Only,http://butlertwp.org/wp-content/uploads/2014/11/HHW-FLYER-2017-all-dates1.pdf,,
Electronic Equiptment,ECS&R,Butler, 129 Ash Stop Rd, Evans City,1-866-815-0016,"By Appointment only, Electronics",http://www.co.butler.pa.us/Files+B74:H74/Admin/Recycling%20and%20Waste%20Management/HHW-FLYER-2017-all-dates.pdf,,
Fire Extinguishers,ECS&R,Butler, 129 Ash Stop Rd, Evans City,1-866-815-0016,"By Appointment only, Electronics",http://www.co.butler.pa.us/Files+B74:H74/Admin/Recycling%20and%20Waste%20Management/HHW-FLYER-2017-all-dates.pdf,,
Flares,ECS&R,Butler, 129 Ash Stop Rd, Evans City,1-866-815-0016,"By Appointment only, Electronics",http://www.co.butler.pa.us/Files+B74:H74/Admin/Recycling%20and%20Waste%20Management/HHW-FLYER-2017-all-dates.pdf,,
Fluorescent Lights,ECS&R,Butler, 129 Ash Stop Rd, Evans City,1-866-815-0016,Fluorescent Lamps ,http://www.co.butler.pa.us/Files/Admin/Recycling%20and%20Waste%20Management/HHW-FLYER-2017-all-dates.pdf,,
Compost,Back to Nature,Butler,840 Mercer Road,Butler ,(724) 287-7921,http://www.backtonaturecompost.com/,,,
Compost,Seneca Landfill Compost Site,Butler,421 Hartmann Road, Evans City,(724) 625-9000 ,,,,
Freon,ECS&R,Butler,129 Ash Stop Road,Evans City,1-866-815-0016, By Appointment Only,http://butlertwp.org/wp-content/uploads/2014/11/HHW-FLYER-2017-all-dates1.pdf,,
Fuels/Solvents,ECS&R,Butler,129 Ash Stop Road,Evans City,1-866-815-0016, By Appointment Only,http://butlertwp.org/wp-content/uploads/2014/11/HHW-FLYER-2017-all-dates1.pdf,,
Grease,Fossil free fuel ,Butler,620 Charles Way  ,Braddock,412-727-6888,,,,
Greeting Cards,Gateway Recycling,Butler, 416 Halstead Blvd, Zelienople,412-837-8777,"Corrugated Containers, Office Paper (Commercial Use Only)",www.gatewayrecycle.com ,,
Greeting Cards,"Inter state Recycling, Inc.",Butler, 1134 Branchton Rd, West Sunbury,724-794-5239,"Corrugated Containers, Mix Office Paper, White Ledger Paper",,,
Paper,"Tri county Recycling, LLC",Butler, 120 Hutchman Rd, Mars,724-625-9000,"Corrugated Containers, Newspapers, Sorted Office Paper",www.tricountyind.com ,,
Hazardous Waste,ECS&R,Butler,129 Ash Stop Road,Evans City,1-866-815-0016, By Appointment Only,http://butlertwp.org/wp-content/uploads/2014/11/HHW-FLYER-2017-all-dates1.pdf,,
Helium Tanks,A & B Salvage,Butler, 112 Little Yellowcreek Rd, Harmony,724-452-5865,"Aluminum Scrap, Steel Cans",,,
Helium Tanks,MRC Scrap Metals,Butler, 201 Kittanning St, Butler,724-285-5865,"Aluminum Scrap, Ferrous Metals, Lead, Brass, Copper, Catalytic Converters, Stainless Steel",www.mrcscrapmetals.com ,,
Helium Tanks,PSC Metals Inc./ Slippery Rock Recycling,Butler, 656 New Castle Rd, Slippery Rock,724-794-6129,"Aluminum Scrap, Ferrous Metal, Lead, Brass, Copper, Nickel, Tin, Catalytic Converters, Stainless Steel, Steel Cans",www.PSCMetals.com ,,
Helium Tanks,Reges Auto Wrecking,Butler, 770 Holyoke Rd, Butler,724-285-5113,"Ferrous Metal, Lead, Copper, Brass",,,
Helium Tanks,Scrap Salvage & Surplus Inc.,Butler, 690 A Glenwood Way, Butler,724-285-2876,"Aluminum Scrap, Ferrous Metal, Lead, Copper, Brass, High-Temp Alloys, Precious Metals, Stainless Steel",www.scrapsalvage.com,,
Helium Tanks,"Tri county Recycling, LLC",Butler, 120 Hutchman Rd, Mars,724-625-9000,"Ferrous Metal, Stainless Steel, Tin Cans, Steel Cans",www.tricountyind.com ,,
Humidifier,A & B Salvage,Butler, 112 Little Yellowcreek Rd, Harmony,724-452-5865,White Goods,,,
Humidifier,PSC Metals Inc./ Slippery Rock Recycling,Butler, 656 New Castle Rd, Slippery Rock,724-794-6129,White Goods,www.PSCMetals.com ,,
Junk Mail,Gateway Recycling,Butler, 416 Halstead Blvd, Zelienople,412-837-8777,"Corrugated Containers, Office Paper (Commercial Use Only)",www.gatewayrecycle.com ,,
Junk Mail,"Inter state Recycling, Inc.",Butler, 1134 Branchton Rd, West Sunbury,724-794-5239,"Corrugated Containers, Mix Office Paper, White Ledger Paper",,,
Junk Mail,"Tri county Recycling, LLC",Butler, 120 Hutchman Rd, Mars,724-625-9000,"Corrugated Containers, Newspapers, Sorted Office Paper",www.tricountyind.com ,,
Kerosene,ECS&R,Butler,129 Ash Stop Road,Evans City,1-866-815-0016, By Appointment Only,http://butlertwp.org/wp-content/uploads/2014/11/HHW-FLYER-2017-all-dates1.pdf,,
Light Bulbs,ECS&R,Butler, 129 Ash Stop Rd, Evans City,1-866-815-0016,"By Appointment only, CFLs only",http://www.co.butler.pa.us/Files+B74:H74/Admin/Recycling%20and%20Waste%20Management/HHW-FLYER-2017-all-dates.pdf,,
Mercury,ECS&R,Butler,129 Ash Stop Road,Evans City,1-866-815-0016," By Appointment Only, Mercury Containing Devices",http://butlertwp.org/wp-content/uploads/2014/11/HHW-FLYER-2017-all-dates1.pdf,,
Microwaves,A & B Salvage,Butler, 112 Little Yellowcreek Rd, Harmony,724-452-5865,White Goods,,,
Microwaves,PSC Metals Inc./ Slippery Rock Recycling,Butler, 656 New Castle Rd, Slippery Rock,724-794-6129,White Goods,www.PSCMetals.com ,,
Milk Cartons & Drink Boxes,Gateway Recycling,Butler, 416 Halstead Blvd, Zelienople,412-837-8777,"Corrugated Containers, Office Paper (Commercial Use Only)",www.gatewayrecycle.com ,,
Milk Cartons & Drink Boxes,"Inter state Recycling, Inc.",Butler, 1134 Branchton Rd, West Sunbury,724-794-5239,"Corrugated Containers, Mix Office Paper, White Ledger Paper",,,
Milk Cartons & Drink Boxes,"Tri county Recycling, LLC",Butler, 120 Hutchman Rd, Mars,724-625-9000,"Corrugated Containers, Newspapers, Sorted Office Paper",www.tricountyind.com ,,
Mobile Phones,ECS&R,Butler, 129 Ash Stop Rd, Evans City,1-866-815-0016,"By Appointment only, Electronics",http://www.co.butler.pa.us/Files+B74:H74/Admin/Recycling%20and%20Waste%20Management/HHW-FLYER-2017-all-dates.pdf,,
Paint (Oil/Solvent Base),ECS&R,Butler,129 Ash Stop Road,Evans City,1-866-815-0016, By Appointment Only,http://butlertwp.org/wp-content/uploads/2014/11/HHW-FLYER-2017-all-dates1.pdf,,
Paper,Gateway Recycling,Butler, 416 Halstead Blvd, Zelienople,412-837-8777,"Corrugated Containers, Office Paper (Commercial Use Only)",www.gatewayrecycle.com ,,
Paper,"Inter state Recycling, Inc.",Butler, 1134 Branchton Rd, West Sunbury,724-794-5239,"Corrugated Containers, Mix Office Paper, White Ledger Paper",,,
Paper,"Tri county Recycling, LLC",Butler, 120 Hutchman Rd, Mars,724-625-9000,"Corrugated Containers, Newspapers, Sorted Office Paper",www.tricountyind.com ,,
Pesticides,ECS&R,Butler,129 Ash Stop Road,Evans City,1-866-815-0016, By Appointment Only,http://butlertwp.org/wp-content/uploads/2014/11/HHW-FLYER-2017-all-dates1.pdf,,
Phone Books,Gateway Recycling,Butler, 416 Halstead Blvd, Zelienople,412-837-8777,"Corrugated Containers, Office Paper (Commercial Use Only)",www.gatewayrecycle.com ,,
Phone Books,"Inter state Recycling, Inc.",Butler, 1134 Branchton Rd, West Sunbury,724-794-5239,"Corrugated Containers, Mix Office Paper, White Ledger Paper",,,
Phone Books,"Tri county Recycling, LLC",Butler, 120 Hutchman Rd, Mars,724-625-9000,"Corrugated Containers, Newspapers, Sorted Office Paper",www.tricountyind.com ,,
Phones,ECS&R,Butler,129 Ash Stop Road,Evans City,1-866-815-0016, By Appointment Only,http://butlertwp.org/wp-content/uploads/2014/11/HHW-FLYER-2017-all-dates1.pdf,,
Plastic,Gateway Recycling,Butler, 416 Halstead Blvd, Zelienople,412-837-8777,"PET, Plastic Film (Commercial Use Only)",www.gatewayrecycle.com ,,
Plastic,"RBW Technologies, Inc.",Butler, 433 hartmann Rd, Evans City,724-452-8440,All Plastic Types (Post-Industrial Only),WWW.RBW.COM ,,
Plastic,"Tri county Recycling, LLC",Butler, 120 Hutchman Rd, Mars,724-625-9000,"HDPE, PET",www.tricountyind.com ,,
Polystyrene,"RBW Technologies, Inc.",Butler, 433 hartmann Rd, Evans City,724-452-8440,All Plastic Types (Post-Industrial Only),WWW.RBW.COM ,,
Pool Chemicals,ECS&R,Butler,129 Ash Stop Road,Evans City,1-866-815-0016, By Appointment Only,http://butlertwp.org/wp-content/uploads/2014/11/HHW-FLYER-2017-all-dates1.pdf,,
Propane Tanks,A & B Salvage,Butler, 112 Little Yellowcreek Rd, Harmony,724-452-5865,"Aluminum Scrap, Steel Cans",,,
Propane Tanks,MRC Scrap Metals,Butler, 201 Kittanning St, Butler,724-285-5865,"Aluminum Scrap, Ferrous Metals, Lead, Brass, Copper, Catalytic Converters, Stainless Steel",www.mrcscrapmetals.com ,,
Propane Tanks,PSC Metals Inc./ Slippery Rock Recycling,Butler, 656 New Castle Rd, Slippery Rock,724-794-6129,"Aluminum Scrap, Ferrous Metal, Lead, Brass, Copper, Nickel, Tin, Catalytic Converters, Stainless Steel, Steel Cans",www.PSCMetals.com ,,
Propane Tanks,Reges Auto Wrecking,Butler, 770 Holyoke Rd, Butler,724-285-5113,"Ferrous Metal, Lead, Copper, Brass",,,
Propane Tanks,Scrap Salvage & Surplus Inc.,Butler, 690 A Glenwood Way, Butler,724-285-2876,"Aluminum Scrap, Ferrous Metal, Lead, Copper, Brass, High-Temp Alloys, Precious Metals, Stainless Steel",www.scrapsalvage.com,,
Propane Tanks,"Tri county Recycling, LLC",Butler, 120 Hutchman Rd, Mars,724-625-9000,"Ferrous Metal, Stainless Steel, Tin Cans, Steel Cans",www.tricountyind.com ,,
Refrigerators,A & B Salvage,Butler, 112 Little Yellowcreek Rd, Harmony,724-452-5865,White Goods,,,
Refrigerators,PSC Metals Inc./ Slippery Rock Recycling,Butler, 656 New Castle Rd, Slippery Rock,724-794-6129,White Goods,www.PSCMetals.com ,,
Scrap & Metal,A & B Salvage,Butler, 112 Little Yellowcreek Rd, Harmony,724-452-5865,"Aluminum Scrap, Steel Cans",,,
Scrap & Metal,MRC Scrap Metals,Butler, 201 Kittanning St, Butler,724-285-5865,"Aluminum Scrap, Ferrous Metals, Lead, Brass, Copper, Catalytic Converters, Stainless Steel",www.mrcscrapmetals.com ,,
Scrap & Metal,PSC Metals Inc./ Slippery Rock Recycling,Butler, 656 New Castle Rd, Slippery Rock,724-794-6129,"Aluminum Scrap, Ferrous Metal, Lead, Brass, Copper, Nickel, Tin, Catalytic Converters, Stainless Steel, Steel Cans",www.PSCMetals.com ,,
Scrap & Metal,Reges Auto Wrecking,Butler, 770 Holyoke Rd, Butler,724-285-5113,"Ferrous Metal, Lead, Copper, Brass",,,
Scrap & Metal,Scrap Salvage & Surplus Inc.,Butler, 690 A Glenwood Way, Butler,724-285-2876,"Aluminum Scrap, Ferrous Metal, Lead, Copper, Brass, High-Temp Alloys, Precious Metals, Stainless Steel",www.scrapsalvage.com,,
Scrap & Metal,"Tri county Recycling, LLC",Butler, 120 Hutchman Rd, Mars,724-625-9000,"Ferrous Metal, Stainless Steel, Tin Cans, Steel Cans",www.tricountyind.com ,,
Telephone Books,Gateway Recycling,Butler, 416 Halstead Blvd, Zelienople,412-837-8777,"Corrugated Containers, Office Paper (Commercial Use Only)",www.gatewayrecycle.com ,,
Telephone Books,"Inter state Recycling, Inc.",Butler, 1134 Branchton Rd, West Sunbury,724-794-5239,"Corrugated Containers, Mix Office Paper, White Ledger Paper",,,
Telephone Books,"Tri county Recycling, LLC",Butler, 120 Hutchman Rd, Mars,724-625-9000,"Corrugated Containers, Newspapers, Sorted Office Paper",www.tricountyind.com ,,
Televisions,ECS&R,Butler, 129 Ash Stop Rd, Evans City,1-866-815-0016,Televisions,http://www.ecsr.net/,,
Thermostats (Mercury),ECS&R,Butler,129 Ash Stop Road,Evans City,1-866-815-0016, By Appointment Only,http://butlertwp.org/wp-content/uploads/2014/11/HHW-FLYER-2017-all-dates1.pdf,,
Tires,Skander�s Tire Service,Butler,1667 Evans City Road,Evans City,(724) 538-8713 ,,,,
Tires,Flynn�s Tire Center,Butler,236 North Main Street,Butler,(724) 287-3767,,,,
Tires,Sutton�s Tire Service,Butler,204 South Maonroe Street,Butler,(724) 287-5195,,,,
Tires,Tony�s Exxon,Butler,517 South Main Street,Zelienople,(724) 452-8070,,,,
Tires,Sevin�s Tire Service,Butler,148 North Main Street,Slippery Rock,(724) 794-1777,,,,
Tires,Hockenberger�s Motor,Butler,424 South Main Street,Zelienople,(724) 452-8100,,,,
Tires,"
Sobona�s Exxon
",Butler,Route 19 and Freedom Rds.,Cranberry Township,(724) 776-1799,,,,
Yard Waste,Seneca Landfill Compost Site,Butler,421 Hartmann Road, Evans City,(724) 625-9000 ,,,,
