Item,Location Name,County,Address,City,Phone,Details,Website,Website,,,
Batteries (Lead Acid),Washington County Recycling Center,Franklin, 12725 Buchanan Trail E, Waynesboro,717-765-6577,Auto Batteries ,www.washtwp-franklin.org ,,,,
Batteries (Lead Acid),Walmart,Franklin, 12751 Washington Twp Blvd, Waynesboro,717-762-7112,Auto Batteries ,,,,,
Batteries (Lead Acid),Autozone,Franklin,1510 E Main St, Waynesboro,717-749-0112,Auto Batteries ,,,,,
Batteries (Rechargable) ,Washington County Recycling Center,Franklin, 12725 Buchanan Trail E, Waynesboro,717-765-6577,Rechargable Batteries,www.washtwp-franklin.org ,,,,
Cardboard,Chambersburg Waste Paper Company Inc.,Franklin, 2047 Loop Rd, Chambersburg,717-264-4890,All Grades of Paper ,www.cwprecycle.com ,,,,
Cartons,Chambersburg Waste Paper Company Inc.,Franklin, 2047 Loop Rd, Chambersburg,717-264-4890,All Grades of Paper ,www.cwprecycle.com ,,,,
Cell Phones,Washington Township Refuse & Recycling Station,Franklin, 12721 Buchanan Trail E, Waynesboro,717-765-6577,"All Electronics (Computers, Televisions, etc…)",http://www.washtwp-franklin.org/transfer-station/,,,,
Clothing/Textiles,Washington Township Refuse & Recycling Station,Franklin, 12721 Buchanan Trail E, Waynesboro,717-765-6577,Clothing & Textiles,http://www.washtwp-franklin.org/transfer-station/,,,,
Computers,Washington Township Refuse & Recycling Station,Franklin, 12721 Buchanan Trail E, Waynesboro,717-765-6577,"All Electronics (Computers, Televisions, etc…)",http://www.washtwp-franklin.org/transfer-station/,,,,
Construction/Demolition Materials,Chambersburg Waste Paper Company Inc.,Franklin, 2047 Loop Rd, Chambersburg,717-264-4890,Vinyl Siding Only ,www.cwprecycle.com ,,,,
Dehumidifier,Beecher's Auto Salvage,Franklin, 7287 Lincoln Way E, Fayetteville,717-352-2246,White Goods,,,,,
Dehumidifier,Mountain View Reclamation,Franklin, 9446 Letzburg Rd, Greencastle,717-261-3857,White Goods,www.wm.com ,,,,
Dehumidifier,St. Thomas Towing and Recycling,Franklin, 4571 Race Track Rd, Chambersburg,717-369-2207,White Goods,WWW.STTHOMASTOWING.COM ,,,,
Dehumidifier,Washington County Recycling Center,Franklin, 12725 Buchanan Trail E, Waynesboro,717-765-6577,White Goods,www.washtwp-franklin.org ,,,,
Electronic Equiptment,Washington Township Refuse & Recycling Station,Franklin, 12721 Buchanan Trail E, Waynesboro,717-765-6577,"All Electronics (Computers, Televisions, etc…)",http://www.washtwp-franklin.org/transfer-station/,,,,
Glass,Mountain View Reclamation,Franklin, 9446 Letzburg Rd, Greencastle,717-261-3857,"Brown, Clear, and Green ",www.wm.com ,,,,
Glass,Washington County Recycling Center,Franklin, 12725 Buchanan Trail E, Waynesboro,717-765-6577,"Brown, Clear, and Green ",www.washtwp-franklin.org ,,,,
Helium Tanks,American Recycling Services,Franklin, 6200 Mt Zion Rd, Waynesboro,717-749-5751,Non-Ferrous Metal ,,,,,
Helium Tanks,Beecher's Auto Salvage,Franklin, 7287 Lincoln Way E, Fayetteville,717-352-2246,"Ferrous Metal, Non-Ferrous Metal, Steel Cans ",,,,,
Helium Tanks,Chambersburg Waste Paper Company Inc.,Franklin, 2047 Loop Rd, Chambersburg,717-264-4890,"Ferrous Metal, Non-Ferrous Metal ",www.cwprecycle.com ,,,,
Helium Tanks,Hostetter's Salvage & Recycling,Franklin, 12475 Locust Land, Shippensburg,717-532-6804,"Aluminum Scrap, Ferrous Metal, Lead, Non-Ferrous Metal, Brass, Copper, Stainless Steel ",www.hostetterssalvage.com ,,,,
Helium Tanks,Mountain View Reclamation,Franklin, 9446 Letzburg Rd, Greencastle,717-261-3857,Steel Cans ,www.wm.com ,,,,
Helium Tanks,Newcomer's Auto & Truck Parts,Franklin, 6405 Nunnery Rd, Waynesboro,717-762-1532,"Aluminum Scrap, Ferrous Metal, Lead, Non-Ferrous Metal, Brass, Copper, Stainless Steel, Catalytic Converters",www.newcomerstruckparts.com,,,,
Helium Tanks,St. Thomas Towing and Recycling,Franklin, 4571 Race Track Rd, Chambersburg,717-369-2207,"Aluminum Scrap, Ferrous Metal, Copper, Brass, Stainless Steel ",WWW.STTHOMASTOWING.COM ,,,,
Helium Tanks,Washington County Recycling Center,Franklin, 12725 Buchanan Trail E, Waynesboro,717-765-6577,"Steel Cans, Tin Cans  ",www.washtwp-franklin.org ,,,,
Humidifier,Beecher's Auto Salvage,Franklin, 7287 Lincoln Way E, Fayetteville,717-352-2246,White Goods,,,,,
Humidifier,Mountain View Reclamation,Franklin, 9446 Letzburg Rd, Greencastle,717-261-3857,White Goods,www.wm.com ,,,,
Humidifier,St. Thomas Towing and Recycling,Franklin, 4571 Race Track Rd, Chambersburg,717-369-2207,White Goods,WWW.STTHOMASTOWING.COM ,,,,
Humidifier,Washington County Recycling Center,Franklin, 12725 Buchanan Trail E, Waynesboro,717-765-6577,White Goods,www.washtwp-franklin.org ,,,,
Junk Mail,Chambersburg Waste Paper Company Inc.,Franklin, 2047 Loop Rd, Chambersburg,717-264-4890,All Grades of Paper ,www.cwprecycle.com ,,,,
Microwaves,Beecher's Auto Salvage,Franklin, 7287 Lincoln Way E, Fayetteville,717-352-2246,White Goods,,,,,
Microwaves,Mountain View Reclamation,Franklin, 9446 Letzburg Rd, Greencastle,717-261-3857,White Goods,www.wm.com ,,,,
Microwaves,St. Thomas Towing and Recycling,Franklin, 4571 Race Track Rd, Chambersburg,717-369-2207,White Goods,WWW.STTHOMASTOWING.COM ,,,,
Microwaves,Washington County Recycling Center,Franklin, 12725 Buchanan Trail E, Waynesboro,717-765-6577,White Goods,www.washtwp-franklin.org ,,,,
Milk Cartons & Drink Boxes,Chambersburg Waste Paper Company Inc.,Franklin, 2047 Loop Rd, Chambersburg,717-264-4890,All Grades of Paper ,www.cwprecycle.com ,,,,
Mobile Phones,Washington Township Refuse & Recycling Station,Franklin, 12721 Buchanan Trail E, Waynesboro,717-765-6577,"All Electronics (Computers, Televisions, etc…)",http://www.washtwp-franklin.org/transfer-station/,,,,
Motor Oil,Walmart,Franklin, 12751 Washington Twp Blvd, Waynesboro,717-762-7112,Motor Oil,,,,,
Motor Oil,D L George & Sons,Franklin, 13321 Midvale Rd, Waynesboro,717-765-4700,Motor Oil,,,,,
Motor Oil,Autozone,Franklin,1510 E Main St, Waynesboro,717-749-0112,Motor Oil,,,,,
Oil,Walmart,Franklin, 12751 Washington Twp Blvd, Waynesboro,717-762-7112,Motor Oil,,,,,
Oil,D L George & Sons,Franklin, 13321 Midvale Rd, Waynesboro,717-765-4700,Motor Oil,,,,,
Oil,Autozone,Franklin,1510 E Main St, Waynesboro,717-749-0112,Motor Oil,,,,,
Paper,Applegate Insulation,Franklin, 1050 Superior Ave, Chambersburg,1-800-231-1939,Newspaper ,WWW.APPLEGATEINSULATION.COM ,,,,
Paper,Chambersburg Waste Paper Company Inc.,Franklin, 2047 Loop Rd, Chambersburg,717-264-4890,All Grades of Paper ,www.cwprecycle.com ,,,,
Paper,Mountain View Reclamation,Franklin, 9446 Letzburg Rd, Greencastle,717-261-3857,"Corrugated Containers, Newspaper ",www.wm.com ,,,,
Paper,Newcomer's Auto & Truck Parts,Franklin, 6405 Nunnery Rd, Waynesboro,717-762-1532,Corrugated Containers,www.newcomerstruckparts.com,,,,
Paper,Washington County Recycling Center,Franklin, 12725 Buchanan Trail E, Waynesboro,717-765-6577,"Corrugated Containers, Newspapers, Office and Computer Paper ",www.washtwp-franklin.org ,,,,
Phone Books,Chambersburg Waste Paper Company Inc.,Franklin, 2047 Loop Rd, Chambersburg,717-264-4890,All Grades of Paper ,www.cwprecycle.com ,,,,
Phones,Washington Township Refuse & Recycling Station,Franklin, 12721 Buchanan Trail E, Waynesboro,717-765-6577,"All Electronics (Computers, Televisions, etc…)",http://www.washtwp-franklin.org/transfer-station/,,,,
Plastic,Chambersburg Waste Paper Company Inc.,Franklin, 2047 Loop Rd, Chambersburg,717-264-4890,"HDPE, PET, Plastic Film, PP, PS, PVC ",www.cwprecycle.com ,,,,
Plastic,Mountain View Reclamation,Franklin, 9446 Letzburg Rd, Greencastle,717-261-3857,"HDPE, PET ",www.wm.com ,,,,
Plastic,Washington County Recycling Center,Franklin, 12725 Buchanan Trail E, Waynesboro,717-765-6577,"HDPE, PET,Plastic Films",www.washtwp-franklin.org ,,,,
Polystyrene,Chambersburg Waste Paper Company Inc.,Franklin, 2047 Loop Rd, Chambersburg,717-264-4890,"HDPE, PET, Plastic Film, PP, PS, PVC ",www.cwprecycle.com ,,,,
Propane Tanks,American Recycling Services,Franklin, 6200 Mt Zion Rd, Waynesboro,717-749-5751,Non-Ferrous Metal ,,,,,
Propane Tanks,Beecher's Auto Salvage,Franklin, 7287 Lincoln Way E, Fayetteville,717-352-2246,"Ferrous Metal, Non-Ferrous Metal, Steel Cans ",,,,,
Propane Tanks,Chambersburg Waste Paper Company Inc.,Franklin, 2047 Loop Rd, Chambersburg,717-264-4890,"Ferrous Metal, Non-Ferrous Metal ",www.cwprecycle.com ,,,,
Propane Tanks,Hostetter's Salvage & Recycling,Franklin, 12475 Locust Land, Shippensburg,717-532-6804,"Aluminum Scrap, Ferrous Metal, Lead, Non-Ferrous Metal, Brass, Copper, Stainless Steel ",www.hostetterssalvage.com ,,,,
Propane Tanks,Mountain View Reclamation,Franklin, 9446 Letzburg Rd, Greencastle,717-261-3857,Steel Cans ,www.wm.com ,,,,
Propane Tanks,Newcomer's Auto & Truck Parts,Franklin, 6405 Nunnery Rd, Waynesboro,717-762-1532,"Aluminum Scrap, Ferrous Metal, Lead, Non-Ferrous Metal, Brass, Copper, Stainless Steel, Catalytic Converters",www.newcomerstruckparts.com,,,,
Propane Tanks,St. Thomas Towing and Recycling,Franklin, 4571 Race Track Rd, Chambersburg,717-369-2207,"Aluminum Scrap, Ferrous Metal, Copper, Brass, Stainless Steel ",WWW.STTHOMASTOWING.COM ,,,,
Propane Tanks,Washington County Recycling Center,Franklin, 12725 Buchanan Trail E, Waynesboro,717-765-6577,"Steel Cans, Tin Cans  ",www.washtwp-franklin.org ,,,,
Railroad Ties,Washington Township Refuse & Recycling Station,Franklin, 12721 Buchanan Trail E, Waynesboro,717-765-6577,"Tree Trimmings, Grass Clippings, Yard Waste, Leaves",http://www.washtwp-franklin.org/transfer-station/,,,,
Refrigerators,Beecher's Auto Salvage,Franklin, 7287 Lincoln Way E, Fayetteville,717-352-2246,White Goods,,,,,
Refrigerators,Mountain View Reclamation,Franklin, 9446 Letzburg Rd, Greencastle,717-261-3857,White Goods,www.wm.com ,,,,
Refrigerators,St. Thomas Towing and Recycling,Franklin, 4571 Race Track Rd, Chambersburg,717-369-2207,White Goods,WWW.STTHOMASTOWING.COM ,,,,
Refrigerators,Washington County Recycling Center,Franklin, 12725 Buchanan Trail E, Waynesboro,717-765-6577,White Goods,www.washtwp-franklin.org ,,,,
Scrap & Metal,American Recycling Services,Franklin, 6200 Mt Zion Rd, Waynesboro,717-749-5751,Non-Ferrous Metal ,,,,,
Scrap & Metal,Beecher's Auto Salvage,Franklin, 7287 Lincoln Way E, Fayetteville,717-352-2246,"Ferrous Metal, Non-Ferrous Metal, Steel Cans ",,,,,
Scrap & Metal,Chambersburg Waste Paper Company Inc.,Franklin, 2047 Loop Rd, Chambersburg,717-264-4890,"Ferrous Metal, Non-Ferrous Metal ",www.cwprecycle.com ,,,,
Scrap & Metal,Hostetter's Salvage & Recycling,Franklin, 12475 Locust Land, Shippensburg,717-532-6804,"Aluminum Scrap, Ferrous Metal, Lead, Non-Ferrous Metal, Brass, Copper, Stainless Steel ",www.hostetterssalvage.com ,,,,
Scrap & Metal,Mountain View Reclamation,Franklin, 9446 Letzburg Rd, Greencastle,717-261-3857,Steel Cans ,www.wm.com ,,,,
Scrap & Metal,Newcomer's Auto & Truck Parts,Franklin, 6405 Nunnery Rd, Waynesboro,717-762-1532,"Aluminum Scrap, Ferrous Metal, Lead, Non-Ferrous Metal, Brass, Copper, Stainless Steel, Catalytic Converters",www.newcomerstruckparts.com,,,,
Scrap & Metal,St. Thomas Towing and Recycling,Franklin, 4571 Race Track Rd, Chambersburg,717-369-2207,"Aluminum Scrap, Ferrous Metal, Copper, Brass, Stainless Steel ",WWW.STTHOMASTOWING.COM ,,,,
Scrap & Metal,Washington County Recycling Center,Franklin, 12725 Buchanan Trail E, Waynesboro,717-765-6577,"Steel Cans, Tin Cans  ",www.washtwp-franklin.org ,,,,
Styrofoam/Expanded Polystyrene,Chambersburg Waste Paper Company Inc.,Franklin, 2047 Loop Rd, Chambersburg,717-264-4890,"HDPE, PET, Plastic Film, PP, PS, PVC ",www.cwprecycle.com ,,,,
Telephone Books,Chambersburg Waste Paper Company Inc.,Franklin, 2047 Loop Rd, Chambersburg,717-264-4890,All Grades of Paper ,www.cwprecycle.com ,,,,
Televisions,Washington Township Refuse & Recycling Station,Franklin, 12721 Buchanan Trail E, Waynesboro,717-765-6577,"All Electronics (Computers, Televisions, etc…)",http://www.washtwp-franklin.org/transfer-station/,,,,
Tires,"Edge Pennsylvania, LLC",Franklin, 1711 Opportunity Ave, Chambersburg,717-267-0599,Whole Truck and Bus Tires ,www.edgerubber.com,,,,
Tires,Edge Rubber,Franklin, 811 Progress Rd, Chambersburg,717-267-0599,Shredded Tire Chips and Buffings ,WWW.EDGERUBBER.COM ,,,,
Tires,Washington Township Refuse & Recycling Station,Franklin, 12721 Buchanan Trail E, Waynesboro,717-765-6577,Tires/Innertubes,http://www.washtwp-franklin.org/transfer-station/,,,,
Wood,"AJ Stoves & Pallets, LLC",Franklin, 5773 Colorado Extended St, Marion,717-375-2125,Wood Pallets ,,,,,
Wood,Chambersburg Waste Paper Company Inc.,Franklin, 2047 Loop Rd, Chambersburg,717-264-4890,Clean Wood Material from Construction Projects ,www.cwprecycle.com ,,,,
Wood,K.D. Woods Company,Franklin, 925 Superior Ave, Chambersburg,717-360-1196,Clean Old Wood ,www.kdwoodscompany.com,,,,
Wood,Shank Pallet Recyclers Inc.,Franklin, 1620 Buchanan Trail East Greencastle, PA ,717-597-3545,Wood Pallets ,www.shankpallet.com,,,,
Wood,Washington Township Refuse & Recycling Station,Franklin, 12721 Buchanan Trail E, Waynesboro,717-765-6577,Wood Chips,http://www.washtwp-franklin.org/transfer-station/,,,,
Yard Waste,Washington Township Refuse & Recycling Station,Franklin, 12721 Buchanan Trail E, Waynesboro,717-765-6577,"Tree Trimmings, Grass Clippings, Yard Waste, Leaves",http://www.washtwp-franklin.org/transfer-station/,,,,
