Item,Location Name,County,Address,City,Phone,Details,Website,
Appliances (with Freon),"Joe Mattero Recycling, Inc.",Montgomery, 316 W 7th St, Lansdale,215-885-4808,White Goods,www.joematterorecycling.com,
Appliances (with Freon),"John Miller & Son, Inc. Recycling",Montgomery, 147 Oreland Mill Rd, Oreland,215-885-8199,White Goods,www.johnmillersoninc.com ,
Appliances (with Freon),Ridge Metals Company,Montgomery, 407 Alan Wood Rd, Conshohocken,610-828-5553,White Goods,www.ridgemetals.com ,
Appliances (No Freon),"A.J. Catagnus, Inc.",Montgomery, 1299 W James St, Norristown,610-277-2727,White Goods,www.ajcatagnus.com ,
Appliances (No Freon),Emert Recycling,Montgomery, 2700 Richmond Rd, Hatfield,215-855-7690,White Goods,www.emertrecycling.com ,
Appliances (No Freon),"Joe Mattero Recycling, Inc.",Montgomery, 316 W 7th St, Lansdale,215-885-4808,White Goods,www.joematterorecycling.com,
Appliances (No Freon),"John Miller & Son, Inc. Recycling",Montgomery, 147 Oreland Mill Rd, Oreland,215-885-8199,White Goods,www.johnmillersoninc.com ,
Appliances (No Freon),Recycling Services Inc.,Montgomery, 365 Elm St, Pottstown,610-323-8545,White Goods,WWW.RECYCLINGSERVICES.ORG ,
Appliances (No Freon),Ridge Metals Company,Montgomery, 407 Alan Wood Rd, Conshohocken,610-828-5553,White Goods,www.ridgemetals.com ,
Appliances (No Freon),Russell A. Morello & Sons,Montgomery, 18 Maple St, Conshohocken,610-828-1612,White Goods,,
Asbestos,HHW Events,Montgomery,"P.O. Box 311
",Norristown,610-278-3618,"FREE residential collection events are held outdoors from 9am-3pm, rain
or shine. Residents may attend any Household Hazardous Waste event
held by Bucks, Chester, Delaware, Montgomery, or Philadelphia Counties",Montgomery CO HHW flyer 2017,
Aseptic Packaging (Drink Boxes/Milk Cartons),Allied Waste Recyclery,Montgomery, 215 W Dekalb Pike,King of Prussia,610-265-8941,"Corrugated Containers, Newspapers, Sorted Office Papers", www.republicservices.com ,
Aseptic Packaging (Drink Boxes/Milk Cartons),Great Valley Recycling,Montgomery, 315 W 6th St, Bridgeport,610-272-2765,"Corrugated Containers, Newspapers, White Ledger Paper",www.jpmascaro.com ,
Aseptic Packaging (Drink Boxes/Milk Cartons),Hercules Fibres Corp.,Montgomery, 111 Presidential Blvd #158, Bala Cynwyd,610-664-6300,Burlap/Jute Bags,,
Aseptic Packaging (Drink Boxes/Milk Cartons),"John Miller & Son, Inc. Recycling",Montgomery, 147 Oreland Mill Rd, Oreland,215-885-8199,"Corrugated Containers, Sorted Office Paper",www.johnmillersoninc.com ,
Aseptic Packaging (Drink Boxes/Milk Cartons),Keating Fibre Inc.,Montgomery, 501 Office Ctr Dr, Fort Washington,215-628-3000,"Corrugated Containers, Other Paper",,
Aseptic Packaging (Drink Boxes/Milk Cartons),Lloyd Nace Waste Paper,Montgomery, 117 Penn St, Pennsburg,215-679-2155,"Corrugated Containers, Newspapers, White Ledger Paper",,
Aseptic Packaging (Drink Boxes/Milk Cartons),Rapid Recycling Inc.,Montgomery, 5 Brower Ave, Oaks,610-650-0737,"Boxboard, Chipboard, Colored Ledger, Corrugated Containers, Magazines, Mix Office Paper, Newspapers, Other Paper",WWW.RAPIDRECYCLING.COM ,
Aseptic Packaging (Drink Boxes/Milk Cartons),ReCommunity Montgomeryville,Montgomery, 1050 Bethlehem Pike, Montgomeryville ,215-540-9506,"Corrugated Containers, Office Papers, Newspapers ",www.recommunity.com ,
Aseptic Packaging (Drink Boxes/Milk Cartons),ReCommunity Upper Dublin,Montgomery, 1030 Fitzwatertown Rd, Willow Grove,215-887-9577,"Corrugated Containers, Office Papers, Newspapers ",www.recommunity.com ,
Aseptic Packaging (Drink Boxes/Milk Cartons),Recycling Services Inc.,Montgomery, 365 Elm St, Pottstown,610-323-8545,"Corrugated Containers, Juice Boxes, Aseptic Containers, Magazines, Office Paper, Newspaper, Paperboard, Books, Phone Books, Poly-Coated Cartons, White Ledger Paper",WWW.RECYCLINGSERVICES.ORG ,
Aseptic Packaging (Drink Boxes/Milk Cartons),Red Hill Borough Recycling Center,Montgomery, 56 W Fourth St, Red Hill,215-679-2040,"Magazines, Newspapers, Junk Mail, Catalogs",www.redhillborough.org ,
Aseptic Packaging (Drink Boxes/Milk Cartons),Russell A. Morello & Sons,Montgomery, 18 Maple St, Conshohocken,610-828-1612,"Brown Bags and Sacks, Corrugated Containers, Office Paper, Newspapers, Phone Books, White Ledger Paper",,
Aseptic Packaging (Drink Boxes/Milk Cartons),Superior Services,Montgomery, 1299 W James St, Norristown,610-277-2727,"Corrugated Containers, Newspapers, White Ledger Paper",,
"Asphalt, Brick, Concrete, Gravel, & Porcelain",Alan A. Myers,Montgomery, 1805 Berks Rd, Worchester,610-584-6020,Pre and Post-Consumer Asphalt Shingles,www.allanmyers.com ,
"Asphalt, Brick, Concrete, Gravel, & Porcelain",Conshohocken Recycling & Rail Transfer LLC,Montgomery, 1060 Conshohocken Rd, Conshohocken,610-278-7454,"Clean Wood, Brick, Concrete, Asphalt, Railroad Ties, and Utility Poles ",www.cr-rt.com ,
"Asphalt, Brick, Concrete, Gravel, & Porcelain","Glasgow, Inc.",Montgomery, 104 Willow Grove Ave, Glenside,1-877-222-5514,"Unpainted Brick, Block, Concrete, and Asphalt ",www.glasgowinc.com ,
"Asphalt, Brick, Concrete, Gravel, & Porcelain",Harry Bambi Supplies,Montgomery, 520 E Formance St, Norristown,610-275-5777,Used Brick,http://www.harrybambisupplies.com,
"Asphalt, Brick, Concrete, Gravel, & Porcelain",Horgan Recycling Inc.,Montgomery, 2188 Detwiler Rd, Harleysville,215-513-9300,"Used Asphalt, Concrete, Brick, and Block ",www.thehorgan.net/ ,
"Asphalt, Brick, Concrete, Gravel, & Porcelain",L&S Demolition Recycling Inc.,Montgomery, 884 Brook Rd, Conshohocken,610-828-5948,"Clean Wood, Drywall, Ceiling Tiles, Roofing Shingles ",www.l-sdemorerecycling.com ,
"Asphalt, Brick, Concrete, Gravel, & Porcelain","Valley Forge, Inc.",Montgomery, 450 E Valley Forge Rd, King of Prussia,610-272-7257,Used Concrete,www.valleyforgeinc.net ,
Automotive Parts & Liquids,HHW Events,Montgomery,"P.O. Box 311
",Norristown,610-278-3618,"FREE residential collection events are held outdoors from 9am-3pm, rain
or shine. Residents may attend any Household Hazardous Waste event
held by Bucks, Chester, Delaware, Montgomery, or Philadelphia Counties",Montgomery CO HHW flyer 2017,
Batteries (Lead Acid),611 Metals Recycling,Montgomery, 2509 Wyandotte Rd, Willow Grove,267-221-6924,Auto Batteries,www.611metals.com ,
Batteries (Lead Acid),Emert Recycling,Montgomery, 2700 Richmond Rd, Hatfield,215-855-7690,Auto Batteries,www.emertrecycling.com ,
Batteries (Lead Acid),"John Miller & Son, Inc. Recycling",Montgomery, 147 Oreland Mill Rd, Oreland,215-885-8199,Auto Batteries,www.johnmillersoninc.com ,
Batteries (Lead Acid),Ridge Metals Company,Montgomery, 407 Alan Wood Rd, Conshohocken,610-828-5553,Auto Batteries,www.ridgemetals.com ,
Batteries (Lead Acid),Sullivan's Scrap Metals,Montgomery, 451 Oakdale Ave, Hatboro,215-442-1504,Auto Batteries,www.sullivanscrap.com ,
Batteries (Rechargable) ,HHW Events,Montgomery,"P.O. Box 311
",Norristown,610-278-3618,"FREE residential collection events are held outdoors from 9am-3pm, rain
or shine. Residents may attend any Household Hazardous Waste event
held by Bucks, Chester, Delaware, Montgomery, or Philadelphia Counties",Montgomery CO HHW flyer 2017,
Biohazardous Waste,HHW Events,Montgomery,"P.O. Box 311
",Norristown,610-278-3618,"FREE residential collection events are held outdoors from 9am-3pm, rain
or shine. Residents may attend any Household Hazardous Waste event
held by Bucks, Chester, Delaware, Montgomery, or Philadelphia Counties",Montgomery CO HHW flyer 2017,
Bricks,Alan A. Myers,Montgomery, 1805 Berks Rd, Worchester,610-584-6020,Pre and Post-Consumer Asphalt Shingles,www.allanmyers.com ,
Bricks,Conshohocken Recycling & Rail Transfer LLC,Montgomery, 1060 Conshohocken Rd, Conshohocken,610-278-7454,"Clean Wood, Brick, Concrete, Asphalt, Railroad Ties, and Utility Poles ",www.cr-rt.com ,
Bricks,"Glasgow, Inc.",Montgomery, 104 Willow Grove Ave, Glenside,1-877-222-5514,"Unpainted Brick, Block, Concrete, and Asphalt ",www.glasgowinc.com ,
Bricks,Harry Bambi Supplies,Montgomery, 520 E Formance St, Norristown,610-275-5777,Used Brick,http://www.harrybambisupplies.com,
Bricks,Horgan Recycling Inc.,Montgomery, 2188 Detwiler Rd, Harleysville,215-513-9300,"Used Asphalt, Concrete, Brick, and Block ",www.thehorgan.net/ ,
Bricks,L&S Demolition Recycling Inc.,Montgomery, 884 Brook Rd, Conshohocken,610-828-5948,"Clean Wood, Drywall, Ceiling Tiles, Roofing Shingles ",www.l-sdemorerecycling.com ,
Bricks,"Valley Forge, Inc.",Montgomery, 450 E Valley Forge Rd, King of Prussia,610-272-7257,Used Concrete,www.valleyforgeinc.net ,
Building Materials,Alan A. Myers,Montgomery, 1805 Berks Rd, Worchester,610-584-6020,Pre and Post-Consumer Asphalt Shingles,www.allanmyers.com ,
Building Materials,Conshohocken Recycling & Rail Transfer LLC,Montgomery, 1060 Conshohocken Rd, Conshohocken,610-278-7454,"Clean Wood, Brick, Concrete, Asphalt, Railroad Ties, and Utility Poles ",www.cr-rt.com ,
Building Materials,"Glasgow, Inc.",Montgomery, 104 Willow Grove Ave, Glenside,1-877-222-5514,"Unpainted Brick, Block, Concrete, and Asphalt ",www.glasgowinc.com ,
Building Materials,Harry Bambi Supplies,Montgomery, 520 E Formance St, Norristown,610-275-5777,Used Brick,http://www.harrybambisupplies.com,
Building Materials,Horgan Recycling Inc.,Montgomery, 2188 Detwiler Rd, Harleysville,215-513-9300,"Used Asphalt, Concrete, Brick, and Block ",www.thehorgan.net/ ,
Building Materials,L&S Demolition Recycling Inc.,Montgomery, 884 Brook Rd, Conshohocken,610-828-5948,"Clean Wood, Drywall, Ceiling Tiles, Roofing Shingles ",www.l-sdemorerecycling.com ,
Building Materials,"Valley Forge, Inc.",Montgomery, 450 E Valley Forge Rd, King of Prussia,610-272-7257,Used Concrete,www.valleyforgeinc.net ,
Cardboard,Allied Waste Recyclery,Montgomery, 215 W Dekalb Pike,King of Prussia,610-265-8941,"Corrugated Containers, Newspapers, Sorted Office Papers", www.republicservices.com ,
Cardboard,Great Valley Recycling,Montgomery, 315 W 6th St, Bridgeport,610-272-2765,"Corrugated Containers, Newspapers, White Ledger Paper",www.jpmascaro.com ,
Cardboard,Hercules Fibres Corp.,Montgomery, 111 Presidential Blvd #158, Bala Cynwyd,610-664-6300,Burlap/Jute Bags,,
Cardboard,"John Miller & Son, Inc. Recycling",Montgomery, 147 Oreland Mill Rd, Oreland,215-885-8199,"Corrugated Containers, Sorted Office Paper",www.johnmillersoninc.com ,
Cardboard,Keating Fibre Inc.,Montgomery, 501 Office Ctr Dr, Fort Washington,215-628-3000,"Corrugated Containers, Other Paper",,
Cardboard,Lloyd Nace Waste Paper,Montgomery, 117 Penn St, Pennsburg,215-679-2155,"Corrugated Containers, Newspapers, White Ledger Paper",,
Cardboard,Rapid Recycling Inc.,Montgomery, 5 Brower Ave, Oaks,610-650-0737,"Boxboard, Chipboard, Colored Ledger, Corrugated Containers, Magazines, Mix Office Paper, Newspapers, Other Paper",WWW.RAPIDRECYCLING.COM ,
Cardboard,ReCommunity Montgomeryville,Montgomery, 1050 Bethlehem Pike, Montgomeryville ,215-540-9506,"Corrugated Containers, Office Papers, Newspapers ",www.recommunity.com ,
Cardboard,ReCommunity Upper Dublin,Montgomery, 1030 Fitzwatertown Rd, Willow Grove,215-887-9577,"Corrugated Containers, Office Papers, Newspapers ",www.recommunity.com ,
Cardboard,Recycling Services Inc.,Montgomery, 365 Elm St, Pottstown,610-323-8545,"Corrugated Containers, Juice Boxes, Aseptic Containers, Magazines, Office Paper, Newspaper, Paperboard, Books, Phone Books, Poly-Coated Cartons, White Ledger Paper",WWW.RECYCLINGSERVICES.ORG ,
Cardboard,Red Hill Borough Recycling Center,Montgomery, 56 W Fourth St, Red Hill,215-679-2040,"Magazines, Newspapers, Junk Mail, Catalogs",www.redhillborough.org ,
Cardboard,Russell A. Morello & Sons,Montgomery, 18 Maple St, Conshohocken,610-828-1612,"Brown Bags and Sacks, Corrugated Containers, Office Paper, Newspapers, Phone Books, White Ledger Paper",,
Cardboard,Superior Services,Montgomery, 1299 W James St, Norristown,610-277-2727,"Corrugated Containers, Newspapers, White Ledger Paper",,
Cartons,Allied Waste Recyclery,Montgomery, 215 W Dekalb Pike,King of Prussia,610-265-8941,"Corrugated Containers, Newspapers, Sorted Office Papers", www.republicservices.com ,
Cartons,Great Valley Recycling,Montgomery, 315 W 6th St, Bridgeport,610-272-2765,"Corrugated Containers, Newspapers, White Ledger Paper",www.jpmascaro.com ,
Cartons,Hercules Fibres Corp.,Montgomery, 111 Presidential Blvd #158, Bala Cynwyd,610-664-6300,Burlap/Jute Bags,,
Cartons,"John Miller & Son, Inc. Recycling",Montgomery, 147 Oreland Mill Rd, Oreland,215-885-8199,"Corrugated Containers, Sorted Office Paper",www.johnmillersoninc.com ,
Cartons,Keating Fibre Inc.,Montgomery, 501 Office Ctr Dr, Fort Washington,215-628-3000,"Corrugated Containers, Other Paper",,
Cartons,Lloyd Nace Waste Paper,Montgomery, 117 Penn St, Pennsburg,215-679-2155,"Corrugated Containers, Newspapers, White Ledger Paper",,
Cartons,Rapid Recycling Inc.,Montgomery, 5 Brower Ave, Oaks,610-650-0737,"Boxboard, Chipboard, Colored Ledger, Corrugated Containers, Magazines, Mix Office Paper, Newspapers, Other Paper",WWW.RAPIDRECYCLING.COM ,
Cartons,ReCommunity Montgomeryville,Montgomery, 1050 Bethlehem Pike, Montgomeryville ,215-540-9506,"Corrugated Containers, Office Papers, Newspapers ",www.recommunity.com ,
Cartons,ReCommunity Upper Dublin,Montgomery, 1030 Fitzwatertown Rd, Willow Grove,215-887-9577,"Corrugated Containers, Office Papers, Newspapers ",www.recommunity.com ,
Cartons,Recycling Services Inc.,Montgomery, 365 Elm St, Pottstown,610-323-8545,"Corrugated Containers, Juice Boxes, Aseptic Containers, Magazines, Office Paper, Newspaper, Paperboard, Books, Phone Books, Poly-Coated Cartons, White Ledger Paper",WWW.RECYCLINGSERVICES.ORG ,
Cartons,Red Hill Borough Recycling Center,Montgomery, 56 W Fourth St, Red Hill,215-679-2040,"Magazines, Newspapers, Junk Mail, Catalogs",www.redhillborough.org ,
Cartons,Russell A. Morello & Sons,Montgomery, 18 Maple St, Conshohocken,610-828-1612,"Brown Bags and Sacks, Corrugated Containers, Office Paper, Newspapers, Phone Books, White Ledger Paper",,
Cartons,Superior Services,Montgomery, 1299 W James St, Norristown,610-277-2727,"Corrugated Containers, Newspapers, White Ledger Paper",,
Clothing/Textiles,"Erexcorp, Inc.",Montgomery, 708 Powdermill Ln, Wynnewood,610-642-4410,"Textiles, Clothing, Shoes, Rags, Cloth, Stuffed Animals ",WWW.EREXCORP.COM ,
Clothing/Textiles,Hercules Fibres Corp.,Montgomery, 111 Presidential Blvd #158, Bala Cynwyd,610-664-6300,Textiles,,
Clothing/Textiles,Planet Aid Inc.,Montgomery, 2940 Turnpike Rd, Hatboro,215-674-8345,"Clothing, Textiles, Shoes, and Books ",www.planetaid.org ,
Clothing/Textiles,R & M International Sales Corp.,Montgomery, 570 Bethlehem Pike, Fort Washington,215-793-9155,"Textile Fibers, Polyester, Acrylic, Nylon, Polypropylene, Wool, Rayon, Cotton ",WWW.RMINTL.COM ,
Clothing/Textiles,Recycling Services Inc.,Montgomery, 365 Elm St, Pottstown,610-323-8545,Worn Denim Clothing,WWW.RECYCLINGSERVICES.ORG ,
Clothing/Textiles,Sew It Is! LTD.,Montgomery, 845 Plymouth Rd, Plymouth Meeting,610-812-1745,"Used Clothing (Jeans, Bras) to Make Purses",www.sewitisltd.com ,
CFL Bulbs,AERC Recycling Solutions ,Montgomery,"2330 Southwest 26th Street
",Allentown,(610) 797-7608,Drop boxes may be available at local home improvement stores ,www.aerc.com,
Computers,"A.J. Catagnus, Inc.",Montgomery, 1299 W James St, Norristown,610-277-2727," accepts TV's and monitors for a fee of $1.00 per pound
",,
Concrete,Alan A. Myers,Montgomery, 1805 Berks Rd, Worchester,610-584-6020,Pre and Post-Consumer Asphalt Shingles,www.allanmyers.com ,
Concrete,Conshohocken Recycling & Rail Transfer LLC,Montgomery, 1060 Conshohocken Rd, Conshohocken,610-278-7454,"Clean Wood, Brick, Concrete, Asphalt, Railroad Ties, and Utility Poles ",www.cr-rt.com ,
Concrete,"Glasgow, Inc.",Montgomery, 104 Willow Grove Ave, Glenside,1-877-222-5514,"Unpainted Brick, Block, Concrete, and Asphalt ",www.glasgowinc.com ,
Concrete,Harry Bambi Supplies,Montgomery, 520 E Formance St, Norristown,610-275-5777,Used Brick,http://www.harrybambisupplies.com,
Concrete,Horgan Recycling Inc.,Montgomery, 2188 Detwiler Rd, Harleysville,215-513-9300,"Used Asphalt, Concrete, Brick, and Block ",www.thehorgan.net/ ,
Concrete,L&S Demolition Recycling Inc.,Montgomery, 884 Brook Rd, Conshohocken,610-828-5948,"Clean Wood, Drywall, Ceiling Tiles, Roofing Shingles ",www.l-sdemorerecycling.com ,
Concrete,"Valley Forge, Inc.",Montgomery, 450 E Valley Forge Rd, King of Prussia,610-272-7257,Used Concrete,www.valleyforgeinc.net ,
Construction/Demolition Materials,Alan A. Myers,Montgomery, 1805 Berks Rd, Worchester,610-584-6020,Pre and Post-Consumer Asphalt Shingles,www.allanmyers.com ,
Construction/Demolition Materials,Conshohocken Recycling & Rail Transfer LLC,Montgomery, 1060 Conshohocken Rd, Conshohocken,610-278-7454,"Clean Wood, Brick, Concrete, Asphalt, Railroad Ties, and Utility Poles ",www.cr-rt.com ,
Construction/Demolition Materials,"Glasgow, Inc.",Montgomery, 104 Willow Grove Ave, Glenside,1-877-222-5514,"Unpainted Brick, Block, Concrete, and Asphalt ",www.glasgowinc.com ,
Construction/Demolition Materials,Harry Bambi Supplies,Montgomery, 520 E Formance St, Norristown,610-275-5777,Used Brick,http://www.harrybambisupplies.com,
Construction/Demolition Materials,Horgan Recycling Inc.,Montgomery, 2188 Detwiler Rd, Harleysville,215-513-9300,"Used Asphalt, Concrete, Brick, and Block ",www.thehorgan.net/ ,
Construction/Demolition Materials,L&S Demolition Recycling Inc.,Montgomery, 884 Brook Rd, Conshohocken,610-828-5948,"Clean Wood, Drywall, Ceiling Tiles, Roofing Shingles ",www.l-sdemorerecycling.com ,
Construction/Demolition Materials,"Valley Forge, Inc.",Montgomery, 450 E Valley Forge Rd, King of Prussia,610-272-7257,Used Concrete,www.valleyforgeinc.net ,
Cork,ReCork by Amorium @ Radisson Hotel Valley Forge,Montgomery,1160 First Ave,King of Prussia,,,,
Cylinders,"John S. Posen, Inc. (Welding Supply Store)
",Montgomery,1214 West Skippack Pike,Center Square,610-275-1607,,,
,"MAWA, Inc.",Montgomery,15 Woodlyn Avenue,"Norristown,",610-539-5007,Accepts all cylinders: Medical/Propane/Gas (fee for disposal or recycling),,
Data Destruction,"E-Waste Experts, Inc.
",Montgomery,416 Green Lane,Bristol,877-328-2927 ,Offers data destruction on site,http://www.ewasteexperts.com/Residential.html,
Data Destruction,611 Metals Recycling,Montgomery, 2509 Wyandotte Rd, Willow Grove,267-221-6924,Offers hard drive shredding/wiping from computers for security,www.611metals.com ,
Data Destruction,Shred One Security Corporation,Montgomery,"1830 County Line Road, Unit 310",Huntingdon Valley,"
215-364-2265",drop-off is open to the public on Saturdays 9am-1pm - accepts computers and electronics and offers hard drive destruction. ,https://www.shredone.com/locations/community-drop-off-facility,
Dehumidifier,"A.J. Catagnus, Inc.",Montgomery, 1299 W James St, Norristown,610-277-2727,White Goods,www.ajcatagnus.com ,
Dehumidifier,Emert Recycling,Montgomery, 2700 Richmond Rd, Hatfield,215-855-7690,White Goods,www.emertrecycling.com ,
Dehumidifier,"Joe Mattero Recycling, Inc.",Montgomery, 316 W 7th St, Lansdale,215-885-4808,White Goods,www.joematterorecycling.com,
Dehumidifier,"John Miller & Son, Inc. Recycling",Montgomery, 147 Oreland Mill Rd, Oreland,215-885-8199,White Goods,www.johnmillersoninc.com ,
Dehumidifier,Ridge Metals Company,Montgomery, 407 Alan Wood Rd, Conshohocken,610-828-5553,White Goods,www.ridgemetals.com ,
Driveway Sealer,HHW Events,Montgomery,"P.O. Box 311
",Norristown,610-278-3618,"FREE residential collection events are held outdoors from 9am-3pm, rain
or shine. Residents may attend any Household Hazardous Waste event
held by Bucks, Chester, Delaware, Montgomery, or Philadelphia Counties",Montgomery CO HHW flyer 2017,
Drywall,Alan A. Myers,Montgomery, 1805 Berks Rd, Worchester,610-584-6020,Pre and Post-Consumer Asphalt Shingles,www.allanmyers.com ,
Drywall,Conshohocken Recycling & Rail Transfer LLC,Montgomery, 1060 Conshohocken Rd, Conshohocken,610-278-7454,"Clean Wood, Brick, Concrete, Asphalt, Railroad Ties, and Utility Poles ",www.cr-rt.com ,
Drywall,"Glasgow, Inc.",Montgomery, 104 Willow Grove Ave, Glenside,1-877-222-5514,"Unpainted Brick, Block, Concrete, and Asphalt ",www.glasgowinc.com ,
Drywall,Harry Bambi Supplies,Montgomery, 520 E Formance St, Norristown,610-275-5777,Used Brick,http://www.harrybambisupplies.com,
Drywall,Horgan Recycling Inc.,Montgomery, 2188 Detwiler Rd, Harleysville,215-513-9300,"Used Asphalt, Concrete, Brick, and Block ",www.thehorgan.net/ ,
Drywall,L&S Demolition Recycling Inc.,Montgomery, 884 Brook Rd, Conshohocken,610-828-5948,"Clean Wood, Drywall, Ceiling Tiles, Roofing Shingles ",www.l-sdemorerecycling.com ,
Drywall,"Valley Forge, Inc.",Montgomery, 450 E Valley Forge Rd, King of Prussia,610-272-7257,Used Concrete,www.valleyforgeinc.net ,
Electronic Equiptment,"A.J. Catagnus, Inc.",Montgomery, 1299 W James St, Norristown,610-277-2727," accepts TV's and monitors for a fee of $1.00 per pound
",,
Fire Extinguishers,HHW Events,Montgomery,"P.O. Box 311
",Norristown,610-278-3618,"FREE residential collection events are held outdoors from 9am-3pm, rain
or shine. Residents may attend any Household Hazardous Waste event
held by Bucks, Chester, Delaware, Montgomery, or Philadelphia Counties",Montgomery CO HHW flyer 2017,
Flares,HHW Events,Montgomery,"P.O. Box 311
",Norristown,610-278-3618,"FREE residential collection events are held outdoors from 9am-3pm, rain
or shine. Residents may attend any Household Hazardous Waste event
held by Bucks, Chester, Delaware, Montgomery, or Philadelphia Counties",Montgomery CO HHW flyer 2017,
Fluorescent Lights,HHW Events,Montgomery,"P.O. Box 311
",Norristown,610-278-3618,"FREE residential collection events are held outdoors from 9am-3pm, rain
or shine. Residents may attend any Household Hazardous Waste event
held by Bucks, Chester, Delaware, Montgomery, or Philadelphia Counties",Montgomery CO HHW flyer 2017,
Freon,HHW Events,Montgomery,"P.O. Box 311
",Norristown,610-278-3618,"FREE residential collection events are held outdoors from 9am-3pm, rain
or shine. Residents may attend any Household Hazardous Waste event
held by Bucks, Chester, Delaware, Montgomery, or Philadelphia Counties",Montgomery CO HHW flyer 2017,
Fuels/Solvents,HHW Events,Montgomery,"P.O. Box 311
",Norristown,610-278-3618,"FREE residential collection events are held outdoors from 9am-3pm, rain
or shine. Residents may attend any Household Hazardous Waste event
held by Bucks, Chester, Delaware, Montgomery, or Philadelphia Counties",Montgomery CO HHW flyer 2017,
Glass,Allied Waste Recyclery,Montgomery, 215 W Dekalb Pike,King of Prussia,610-265-8941,"Brown, Clear, and Green ", www.republicservices.com ,
Glass,Great Valley Recycling,Montgomery, 315 W 6th St, Bridgeport,610-272-2765,"Brown, Clear, and Green ",www.jpmascaro.com ,
Glass,ReCommunity Montgomeryville,Montgomery, 1050 Bethlehem Pike, Montgomeryville ,215-540-9506,"Brown, Clear, and Green ",www.recommunity.com ,
Glass,ReCommunity Upper Dublin,Montgomery, 1030 Fitzwatertown Rd, Willow Grove,215-887-9577,"Brown, Clear, and Green ",www.recommunity.com ,
Glass,Recycling Services Inc.,Montgomery, 365 Elm St, Pottstown,610-323-8545,"Brown, Clear, and Green ",WWW.RECYCLINGSERVICES.ORG ,
Glass,Red Hill Borough Recycling Center,Montgomery, 56 W Fourth St, Red Hill,215-679-2040,"Brown, Clear, and Green ",www.redhillborough.org ,
