Item,Location Name,County,Address,City ,Phone,Details ,Website,
Cartons,Philadelphia Recycling Company,Philadelphia , 3022 N 16th St,Philadelphia,215-990-4350,"Corrugated Containers, Newspapers, Office Papers",www.philadelphiarecyclingcompany.com
Cartons,Philadelphia Transcyclery Co.,Philadelphia , 2209 S 58th St,Philadelphia,215-739-1175,Corrugated Containers ,www.republicservices.com
Cartons,Pinto Brothers Recycling Inc.,Philadelphia , 2408 Ellsworth St,Philadelphia,215-545-3939,"Corrugated Containers, White Ledger Paper, Magazines",
Cartons,ReCommunityPhiladelphia,Philadelphia , 2904 Ellsworth St,Philadelphia,215-462-7372,"Boxboard, Corrugated Containers, Juice Boxes, Magazines, Junk Mail, Books, Newspapers, Office Papers",www.recommunity.com
Cartons,Revolution Recovery LLC,Philadelphia , 7333 Milnor St,Philadelphia, Golen 215-333-6505,Clean Cardboard from Construction Projects ,www.revolutionrecovery.com
Cartons,Richard S. Burns and Co. Inc.,Philadelphia , 4400 Rising Sun Ave,Philadelphia,215-324-6377,Corrugated Containers ,http://BURNSCOMPANY.NET/
Cartons,United States Recycling Inc.,Philadelphia , 6101 Tacony St,Philadelphia,215-338-5050,"Magazines, Office Papers, Newspapers, Chipboard, Hardbound Books, Phone Books, White Ledger Paper ",www.unitedstatesrecycling.com
Cartons,Waste ManagementPhiladelphia Recovery Facility,Philadelphia , 5201 Bleigh Ave,Philadelphia,215-708-9423,"Brown Bags/Sacks, Corrugated Containers, Juice Boxes, Office Paper, Newspaper, Junk Mail, Phone Books, Poly-Coated Cartons ",www.wm.com
Cartons,WestRock,Philadelphia , 5000 Flat Rock Rd,Philadelphia,215-254-1455,"Corrugated Containers, Office Paper, Newspapers ",WWW.WESTROCK.COM
Cartons,"William G. Smith & Sons, Inc.",Philadelphia ,2348 & 2350 N 2nd St,Philadelphia,215-763-5528,"Newspapers, White Ledger Paper ",
Cartons,William H. Cooper's Sons Inc.,Philadelphia , 3900 G St,Philadelphia,215-425-1992,Fiber Drums ,
Cell Phones,SANITATION CONVENIENCE CENTER-  Port Richmond,Philadelphia ,3901 Delaware Ave.�,Philadelphia,215-685-1358,,http://www.philadelphiastreets.com/sanitation/residential/sanitation-convenience-centers
Cell Phones,SANITATION CONVENIENCE CENTER- WestPhiladelphia,Philadelphia ,5100 Grays Ave.,Philadelphia,215-685-2600,,http://www.philadelphiastreets.com/sanitation/residential/sanitation-convenience-centers
Cell Phones,SANITATION CONVENIENCE CENTER- Strawberry Mansion,Philadelphia ,2601 W. Glenwood Ave.�,Philadelphia,215-685-3981,,http://www.philadelphiastreets.com/sanitation/residential/sanitation-convenience-centers
Cell Phones,SANITATION CONVENIENCE CENTER- SouthwestPhiladelphia,Philadelphia ,"3033 S. 63rd St., near Passyunk Ave.�",Philadelphia,215-685-4290,,http://www.philadelphiastreets.com/sanitation/residential/sanitation-convenience-centers
Cell Phones,SANITATION CONVENIENCE CENTER- NorthwestPhiladelphia,Philadelphia ,"300 block Domino Lane, near Umbria St.",Philadelphia,215-685-2502,,http://www.philadelphiastreets.com/sanitation/residential/sanitation-convenience-centers
Cell Phones,SANITATION CONVENIENCE CENTER- NortheastPhiladelphia,Philadelphia ,State Rd. & Ashburner St.�,Philadelphia,215-685-8072,,http://www.philadelphiastreets.com/sanitation/residential/sanitation-convenience-centers
Christmas Lights,SANITATION CONVENIENCE CENTER-  Port Richmond,Philadelphia ,3901 Delaware Ave.�,Philadelphia,215-685-1358,,http://www.philadelphiastreets.com/sanitation/residential/sanitation-convenience-centers
Christmas Lights,SANITATION CONVENIENCE CENTER- WestPhiladelphia,Philadelphia ,5100 Grays Ave.,Philadelphia,215-685-2600,,http://www.philadelphiastreets.com/sanitation/residential/sanitation-convenience-centers
Christmas Lights,SANITATION CONVENIENCE CENTER- Strawberry Mansion,Philadelphia ,2601 W. Glenwood Ave.�,Philadelphia,215-685-3981,,http://www.philadelphiastreets.com/sanitation/residential/sanitation-convenience-centers
Christmas Lights,SANITATION CONVENIENCE CENTER- SouthwestPhiladelphia,Philadelphia ,"3033 S. 63rd St., near Passyunk Ave.�",Philadelphia,215-685-4290,,http://www.philadelphiastreets.com/sanitation/residential/sanitation-convenience-centers
Christmas Lights,SANITATION CONVENIENCE CENTER- NorthwestPhiladelphia,Philadelphia ,"300 block Domino Lane, near Umbria St.",Philadelphia,215-685-2502,,http://www.philadelphiastreets.com/sanitation/residential/sanitation-convenience-centers
Christmas Lights,SANITATION CONVENIENCE CENTER- NortheastPhiladelphia,Philadelphia ,State Rd. & Ashburner St.�,Philadelphia,215-685-8072,,http://www.philadelphiastreets.com/sanitation/residential/sanitation-convenience-centers
Christmas Trees,SANITATION CONVENIENCE CENTER-  Port Richmond,Philadelphia ,3901 Delaware Ave.�,Philadelphia,215-685-1358,,http://www.philadelphiastreets.com/sanitation/residential/sanitation-convenience-centers
Christmas Trees,SANITATION CONVENIENCE CENTER- WestPhiladelphia,Philadelphia ,5100 Grays Ave.,Philadelphia,215-685-2600,,http://www.philadelphiastreets.com/sanitation/residential/sanitation-convenience-centers
Christmas Trees,SANITATION CONVENIENCE CENTER- Strawberry Mansion,Philadelphia ,2601 W. Glenwood Ave.�,Philadelphia,215-685-3981,,http://www.philadelphiastreets.com/sanitation/residential/sanitation-convenience-centers
Christmas Trees,SANITATION CONVENIENCE CENTER- SouthwestPhiladelphia,Philadelphia ,"3033 S. 63rd St., near Passyunk Ave.�",Philadelphia,215-685-4290,,http://www.philadelphiastreets.com/sanitation/residential/sanitation-convenience-centers
Christmas Trees,SANITATION CONVENIENCE CENTER- NorthwestPhiladelphia,Philadelphia ,"300 block Domino Lane, near Umbria St.",Philadelphia,215-685-2502,,http://www.philadelphiastreets.com/sanitation/residential/sanitation-convenience-centers
Christmas Trees,SANITATION CONVENIENCE CENTER- NortheastPhiladelphia,Philadelphia ,State Rd. & Ashburner St.�,Philadelphia,215-685-8072,,http://www.philadelphiastreets.com/sanitation/residential/sanitation-convenience-centers
Clothing/Textiles,A & B Wiper Supply Inc.,Philadelphia , 5601 Paschall Ave,Philadelphia,1-800-333-7247,Rags and Textiles ,WWW.BESTRAGS.COM
Clothing/Textiles,New Threads,Philadelphia , 2100 Spring St,Philadelphia,215-972-8760,Clothing and Textiles ,
Clothing/Textiles,Philadelphia Recycling Company,Philadelphia , 3022 N 16th St,Philadelphia,215-990-4350,"Clothing, Rags, Shoes ",www.philadelphiarecyclingcompany.com
Clothing/Textiles,United States Recycling Inc.,Philadelphia , 6101 Tacony St,Philadelphia,215-338-5050,Rags and Textiles ,www.unitedstatesrecycling.com
CFL Bulbs,City ofPhiladelphia Streets Department HHW Events,Philadelphia ,"730 Municipal Services Building
1401 John F. Kennedy Boulevard",Philadelphia,215-686-5560,"The Counties of Bucks, Chester, Delaware, Montgomery andPhiladelphia have partnered together to host HHW events. Residents of each County can attend any of the events hosted in the region.",http://www.philadelphiastreets.com/hazardous-waste/
Computers,SANITATION CONVENIENCE CENTER- NorthwestPhiladelphia,Philadelphia ,"300 block Domino Lane, near Umbria St.",Philadelphia,215-685-2502,,http://www.philadelphiastreets.com/sanitation/residential/sanitation-convenience-centers
Computers,SANITATION CONVENIENCE CENTER- NortheastPhiladelphia,Philadelphia ,State Rd. & Ashburner St.�,Philadelphia,215-685-8072,,http://www.philadelphiastreets.com/sanitation/residential/sanitation-convenience-centers
Concrete,American Box & Recycling Co.,Philadelphia , 3900 N 10th St,Philadelphia,215-599-2350,Pallets ,www.amboxco.com
Concrete,"Delaware Valley Recycling, Inc.",Philadelphia , 3107 S 61st St,Philadelphia,215-724-2244,"Concrete, Asphalt, Brick, and Cinder Block ",www.hkgroup.com
Concrete,"Kevin Brooks Salvage, LLC",Philadelphia , 528 W Oxford St,Philadelphia,215-498-9495,Brick and Stone ,www.kevinbrookssalvage.com
Concrete,Philadelphia Transcyclery Co.,Philadelphia , 2209 S 58th St,Philadelphia,215-739-1175,"Concrete, Bricks, Lumber, Plaster, Shingles, Asphalt, Ceiling/Wall Tile ",www.republicservices.com
Concrete,Revolution Recovery LLC,Philadelphia , 7333 Milnor St,Philadelphia, Golen 215-333-6505,"Gypsum Wall Board, Clean Concrete, Brick, and Block",www.revolutionrecovery.com
Concrete,Richard S. Burns and Co. Inc.,Philadelphia , 4400 Rising Sun Ave,Philadelphia,215-324-6377,"Concrete (Rebar OK), Brick, Block, and Wallboard ",http://BURNSCOMPANY.NET/
Concrete,Winzinger Recycling,Philadelphia , Delaware & Allegheny Ave,Philadelphia, 215-425-4422,"Clean and Spearated Concrete, Asphalt, Brick, and Cinder Block ",www.winzinger.com
Construction/Demolition Materials,American Box & Recycling Co.,Philadelphia , 3900 N 10th St,Philadelphia,215-599-2350,Pallets ,www.amboxco.com
Construction/Demolition Materials,"Delaware Valley Recycling, Inc.",Philadelphia , 3107 S 61st St,Philadelphia,215-724-2244,"Concrete, Asphalt, Brick, and Cinder Block ",www.hkgroup.com
Construction/Demolition Materials,"Kevin Brooks Salvage, LLC",Philadelphia , 528 W Oxford St,Philadelphia,215-498-9495,Brick and Stone ,www.kevinbrookssalvage.com
Construction/Demolition Materials,Philadelphia Transcyclery Co.,Philadelphia , 2209 S 58th St,Philadelphia,215-739-1175,"Concrete, Bricks, Lumber, Plaster, Shingles, Asphalt, Ceiling/Wall Tile ",www.republicservices.com
Construction/Demolition Materials,Revolution Recovery LLC,Philadelphia , 7333 Milnor St,Philadelphia, Golen 215-333-6505,"Gypsum Wall Board, Clean Concrete, Brick, and Block",www.revolutionrecovery.com
Construction/Demolition Materials,Richard S. Burns and Co. Inc.,Philadelphia , 4400 Rising Sun Ave,Philadelphia,215-324-6377,"Concrete (Rebar OK), Brick, Block, and Wallboard ",http://BURNSCOMPANY.NET/
Construction/Demolition Materials,Winzinger Recycling,Philadelphia , Delaware & Allegheny Ave,Philadelphia, 215-425-4422,"Clean and Spearated Concrete, Asphalt, Brick, and Cinder Block ",www.winzinger.com
Dehumidifier,Allegheny Iron & Metal Co. Inc.,Philadelphia , 2200 E Adams Ave,Philadelphia,215-743-7760,White Goods,WWW.ALLEGHENYIRON.COM
Dehumidifier,Balaur Recycling Co.,Philadelphia , 3800 Jasper St,Philadelphia,215-279-8923,White Goods,http://www.balaur-recycling.com
Dehumidifier,Glory Recycling,Philadelphia , 2034 W Allegheny Ave,Philadelphia,267-228-4458,White Goods,
Dehumidifier,"Morris Iron & Steel Co., Inc.",Philadelphia , 7345 Milnor St,Philadelphia,215-624-6526,White Goods,www.morrisironandsteel.com
Dehumidifier,"Morris Iron & Steel Co., Inc.",Philadelphia , 271 W Berks St,Philadelphia,267-239-0154,White Goods,www.morrisironandsteel.com
Driveway Sealer,City ofPhiladelphia Streets Department,Philadelphia ,"730 Municipal Services Building
1401 John F. Kennedy Boulevard",Philadelphia,215-686-5560,"The Counties of Bucks, Chester, Delaware, Montgomery andPhiladelphia have partnered together to host HHW events. Residents of each County can attend any of the events hosted in the region.",http://www.philadelphiastreets.com/hazardous-waste/
Drywall,American Box & Recycling Co.,Philadelphia , 3900 N 10th St,Philadelphia,215-599-2350,Pallets ,www.amboxco.com
Drywall,"Delaware Valley Recycling, Inc.",Philadelphia , 3107 S 61st St,Philadelphia,215-724-2244,"Concrete, Asphalt, Brick, and Cinder Block ",www.hkgroup.com
Drywall,"Kevin Brooks Salvage, LLC",Philadelphia , 528 W Oxford St,Philadelphia,215-498-9495,Brick and Stone ,www.kevinbrookssalvage.com
Drywall,Philadelphia Transcyclery Co.,Philadelphia , 2209 S 58th St,Philadelphia,215-739-1175,"Concrete, Bricks, Lumber, Plaster, Shingles, Asphalt, Ceiling/Wall Tile ",www.republicservices.com
Drywall,Revolution Recovery LLC,Philadelphia , 7333 Milnor St,Philadelphia, Golen 215-333-6505,"Gypsum Wall Board, Clean Concrete, Brick, and Block",www.revolutionrecovery.com
